SRC_ADD,PKT_ID,TO_NODE,PKT_SIZE,NUMBER_OF_PKT,NUMBER_OF_BYTE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,PKT_CLASS,Timestamp
7.2,76557,21,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:21:59 PM
4.2,70850,24,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,22/02/2018 12:30:24 AM
19.2,30486,22,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:27:37 PM
19.2,62403,23,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:27:48 PM
9.2,6409,24,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:15:48 PM
10.2,1368,23,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,21/02/2018 11:43:57 PM
5.2,27762,23,692,9108,6302740,1016.52,703434,692,UDP-Flood,21/02/2018 11:51:01 PM
17.2,48720,22,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:22:12 PM
1.2,39217,23,1500,9108,13662000,1016.54,1524810,1500,UDP-Flood,20/02/2018 11:13:02
18.2,20834,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:19:41 PM
18.2,50776,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:19:56 PM
2.2,16820,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,21/02/2018 11:58:11 PM
13.2,58934,24,1500,9108,13662000,1016.44,1524670,1500,UDP-Flood,15/02/2018 06:59:31 PM
14.2,44900,23,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,16/02/2018 11:16:54 PM
0.2,12218,21,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,21/02/2018 11:45:53 PM
19.2,20111,23,692,9108,6302740,1016.42,703362,692,UDP-Flood,16/02/2018 11:20:03 PM
4.2,61339,24,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,21/02/2018 11:44:41 PM
13.2,27947,23,1500,9108,13662000,1016.44,1524670,1500,UDP-Flood,16/02/2018 11:18:55 PM
14.2,15401,23,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,16/02/2018 11:26:04 PM
5.2,61263,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:20:51 PM
24.3,357209,23,55,16091,885005,328.24,18053.3,55,UDP-Flood,21/02/2018 11:46:41 PM
16.2,44159,23,1500,9108,13662000,1016.43,1524650,1500,UDP-Flood,21/02/2018 11:45:14 PM
9.2,46788,24,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:23:35 PM
16.2,29061,24,692,9108,6302740,1016.43,703371,692,UDP-Flood,21/02/2018 11:59:40 PM
0.2,1252,21,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,20/02/2018 10:45:20
8.2,74525,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:19:51 PM
11.2,66615,22,1500,9108,13662000,1016.45,1524670,1500,UDP-Flood,16/02/2018 08:05:29 PM
17.2,35679,24,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,21/02/2018 11:48:31 PM
8.2,66401,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,22/02/2018 12:28:09 AM
17.2,74085,24,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:22:55 PM
17.2,31751,24,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:19:28 PM
15.2,69329,23,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,16/02/2018 11:18:51 PM
1.1,351637,24,1000,6250,6250000,124.94,124944,1000,UDP-Flood,16/02/2018 11:15:28 PM
3.2,72095,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:18:20 PM
12.2,63415,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,20/02/2018 11:13:50
13.2,72385,23,1500,9108,13662000,1016.44,1524670,1500,UDP-Flood,21/02/2018 11:44:27 PM
1.2,43321,21,1500,9108,13662000,1016.54,1524810,1500,UDP-Flood,20/02/2018 11:03:59
4.2,13089,23,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,16/02/2018 11:17:43 PM
24.3,8675,21,55,16091,885005,328.24,18053.3,55,UDP-Flood,16/02/2018 11:16:10 PM
2.2,68213,21,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:34:45 AM
2.2,15800,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:12:49 AM
6.2,48879,23,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:25:38 PM
2.2,49733,21,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:20:33 PM
18.2,32275,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,21/02/2018 11:55:29 PM
10.2,10911,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:01:30 AM
17.2,27033,23,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:21:40 PM
18.2,9364,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:13:02 AM
1.2,35774,23,1500,9108,13662000,1016.54,1524810,1500,UDP-Flood,16/02/2018 11:16:46 PM
18.1,523000,22,1000,6250,6250000,124.94,124941,1000,UDP-Flood,16/02/2018 11:21:51 PM
15.2,63553,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:18:52 PM
8,204030,21,1540,16088,24775500,328.11,505294,1540,UDP-Flood,16/02/2018 07:58:11 PM
17.2,52309,24,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:20:52 PM
4.2,56526,21,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,21/02/2018 11:54:19 PM
8.2,18379,21,692,9108,6302740,1016.52,703430,692,UDP-Flood,16/02/2018 11:15:51 PM
14.2,34859,22,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,16/02/2018 11:21:17 PM
4.2,64971,21,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,21/02/2018 11:42:55 PM
4,425451,23,1540,16091,24780100,328.22,505455,1540,UDP-Flood,16/02/2018 11:21:28 PM
13.1,597567,24,1000,6250,6250000,124.94,124943,1000,UDP-Flood,21/02/2018 11:47:53 PM
19.2,166,23,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,21/02/2018 11:55:20 PM
14.2,23241,24,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,16/02/2018 11:25:49 PM
3.2,16554,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:27:38 PM
4.2,71784,23,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,16/02/2018 11:23:59 PM
12.2,20381,24,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,21/02/2018 11:55:35 PM
10.2,11854,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:26:23 PM
4.2,73871,21,192,10050,1929600,1118.28,214710,192,UDP-Flood,16/02/2018 11:17:58 PM
5.2,77072,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,21/02/2018 11:58:39 PM
7.2,4973,23,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,22/02/2018 12:10:58 AM
3.2,22196,21,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:03:48 AM
5.2,45375,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:21:28 PM
15.2,75188,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,21/02/2018 11:56:23 PM
7.2,77647,24,692,9588,6634900,1066.09,737732,692,UDP-Flood,22/02/2018 12:32:50 AM
18.2,56444,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:01:25 AM
9.2,28283,23,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,22/02/2018 12:26:03 AM
5.2,42815,21,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,20/02/2018 11:16:06
0.2,31522,23,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,16/02/2018 11:17:37 PM
16.2,6943,22,1500,9108,13662000,1016.43,1524650,1500,UDP-Flood,20/02/2018 10:17:55
4,406058,23,1540,16091,24780100,328.22,505455,1540,UDP-Flood,21/02/2018 11:50:06 PM
5.2,60003,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,21/02/2018 11:55:18 PM
1.2,53037,24,1500,9108,13662000,1016.54,1524810,1500,UDP-Flood,15/02/2018 09:11:34 PM
9.2,23075,21,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:25:47 PM
17.2,47274,22,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:15:48 PM
3.2,7285,21,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:23:43 AM
17.2,56353,24,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:21:21 PM
7.2,23931,21,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:21:05 PM
18.2,65382,23,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,21/02/2018 11:54:57 PM
19.2,67373,22,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:25:06 PM
14.2,16502,24,692,9108,6302740,1016.44,703375,692,UDP-Flood,16/02/2018 11:27:24 PM
1.2,61254,24,1500,9108,13662000,1016.54,1524810,1500,UDP-Flood,22/02/2018 12:07:57 AM
2,548109,23,1540,16091,24780100,328.26,505526,1540,UDP-Flood,16/02/2018 11:22:05 PM
18.2,79014,22,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,22/02/2018 12:07:27 AM
2.2,77926,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:18:32 AM
4.2,67958,24,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,16/02/2018 11:21:49 PM
4.2,64671,24,192,10050,1929600,1118.28,214710,192,UDP-Flood,16/02/2018 11:24:43 PM
12.2,79000,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,20/02/2018 10:21:48
5.2,2658,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,22/02/2018 12:12:38 AM
18.2,30369,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:27:59 PM
8.2,24320,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:24:31 PM
8.2,73610,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,20/02/2018 01:25:10
8.2,74050,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,21/02/2018 11:44:55 PM
7,118031,23,1540,16090,24778600,328.17,505378,1540,UDP-Flood,22/02/2018 12:13:09 AM
9.2,34846,21,692,9108,6302740,1016.5,703416,692,UDP-Flood,16/02/2018 11:24:44 PM
17.2,41465,22,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,21/02/2018 11:49:07 PM
5.2,13651,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,20/02/2018 10:49:23
5.2,67982,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:21:01 PM
17.2,37548,22,692,9108,6302740,1016.42,703366,692,UDP-Flood,16/02/2018 11:24:14 PM
12.2,8710,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:18:23 PM
7.2,2154,21,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,21/02/2018 11:54:44 PM
3.2,15589,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:25:59 PM
1.2,65133,23,1500,9108,13662000,1016.54,1524810,1500,UDP-Flood,22/02/2018 12:01:45 AM
19.2,61751,24,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:20:58 PM
0.2,21661,24,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,21/02/2018 11:49:17 PM
3.2,27124,21,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:18:54 PM
17.2,21061,22,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,15/02/2018 07:26:10 PM
4.2,54244,21,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,22/02/2018 12:07:05 AM
16.2,73792,23,1500,9108,13662000,1016.43,1524650,1500,UDP-Flood,21/02/2018 11:58:23 PM
5,235829,21,1540,16091,24780100,328.2,505434,1540,UDP-Flood,16/02/2018 11:26:13 PM
9.2,22935,23,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:25:20 PM
0.2,1404,23,692,9108,6302740,1016.55,703452,692,UDP-Flood,16/02/2018 11:16:26 PM
2.2,670,24,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,20/02/2018 10:24:11
12.2,34767,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,20/02/2018 10:28:15
2.2,31589,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,15/02/2018 07:23:32 PM
7.2,12818,23,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:19:03 PM
18.2,3862,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:16:30 PM
12.2,77451,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:16:47 AM
5.2,72512,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:22:09 PM
13.2,44302,22,1500,9108,13662000,1016.44,1524670,1500,UDP-Flood,22/02/2018 12:26:09 AM
0.2,46904,24,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,16/02/2018 11:21:33 PM
9.2,31872,23,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,20/02/2018 10:36:29
15.2,7902,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,21/02/2018 11:59:51 PM
14.2,3495,22,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,22/02/2018 12:10:57 AM
19.2,59117,22,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:20:17 PM
4.2,64467,23,192,10050,1929600,1118.28,214710,192,UDP-Flood,16/02/2018 11:19:22 PM
5.2,40030,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:25:56 PM
14.2,28735,23,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,21/02/2018 11:50:59 PM
24.7,307771,21,55,16090,884950,328.17,18049.2,55,UDP-Flood,16/02/2018 11:17:04 PM
4.2,55327,23,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,22/02/2018 12:05:25 AM
4.2,12197,23,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,16/02/2018 11:25:21 PM
0.2,58259,21,692,9108,6302740,1016.55,703452,692,UDP-Flood,22/02/2018 12:06:03 AM
3.2,47134,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:24:56 PM
14.2,25732,23,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,16/02/2018 11:18:46 PM
4.2,38688,23,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,21/02/2018 11:49:58 PM
12.2,66168,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:10:55 AM
12.2,64364,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:24:40 AM
8.2,46780,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,22/02/2018 12:18:01 AM
24.8,197731,21,55,16088,884840,328.11,18046.2,55,UDP-Flood,16/02/2018 11:24:40 PM
19.2,76062,23,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:15:55 PM
0.2,41261,23,692,9108,6302740,1016.55,703452,692,UDP-Flood,21/02/2018 11:52:05 PM
7.2,12335,23,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:21:08 PM
10.2,36964,23,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,21/02/2018 11:56:06 PM
0.2,12829,24,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,20/02/2018 11:02:29
3.2,49657,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:25:07 PM
10.2,2752,23,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,22/02/2018 12:24:42 AM
5.2,30436,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:18:27 PM
3.2,52662,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 08:32:45 PM
11.2,71144,24,692,9108,6302740,1016.45,703384,692,UDP-Flood,16/02/2018 11:17:54 PM
13.2,37526,24,1500,9108,13662000,1016.44,1524670,1500,UDP-Flood,16/02/2018 11:16:53 PM
19.2,23921,22,692,9108,6302740,1016.42,703362,692,UDP-Flood,21/02/2018 11:55:23 PM
14.2,18697,24,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,16/02/2018 11:18:27 PM
10.2,62875,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:20:56 PM
13.2,50388,23,692,9108,6302740,1016.44,703379,692,UDP-Flood,16/02/2018 11:19:23 PM
6.2,48751,24,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,22/02/2018 12:10:52 AM
15.2,40623,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:23:07 PM
12.2,43708,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:01:44 AM
4.2,67471,21,192,10050,1929600,1118.28,214710,192,UDP-Flood,20/02/2018 11:02:38
7.2,25789,23,692,9588,6634900,1066.09,737732,692,UDP-Flood,16/02/2018 11:16:49 PM
18.2,38078,24,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,16/02/2018 11:24:47 PM
18.2,38892,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:23:25 PM
3.2,37096,23,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,20/02/2018 11:07:02
14.2,4087,22,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,16/02/2018 11:26:37 PM
12.2,73701,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,15/02/2018 07:20:48 PM
8.2,66601,21,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:23:18 PM
3.2,674,21,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:17:04 PM
17.2,49643,24,692,9108,6302740,1016.42,703366,692,UDP-Flood,16/02/2018 11:15:34 PM
8.2,40650,21,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:26:48 PM
11.2,51185,22,1500,9108,13662000,1016.45,1524670,1500,UDP-Flood,21/02/2018 11:49:27 PM
6.2,65425,23,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,20/02/2018 10:48:04
7.2,13274,21,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,21/02/2018 11:51:12 PM
0.2,45218,23,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,22/02/2018 12:20:41 AM
7.2,53017,24,692,9588,6634900,1066.09,737732,692,UDP-Flood,16/02/2018 11:25:59 PM
10.2,51264,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:18:38 PM
17.2,69738,22,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:26:55 PM
12.2,8537,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,22/02/2018 12:19:07 AM
6,92842,23,1540,16091,24780100,328.19,505416,1540,UDP-Flood,20/02/2018 10:56:09
13.2,31882,22,1500,9108,13662000,1016.44,1524670,1500,UDP-Flood,22/02/2018 12:06:59 AM
0.2,36868,24,692,9108,6302740,1016.55,703452,692,UDP-Flood,21/02/2018 11:54:33 PM
2.2,25207,23,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,21/02/2018 11:51:31 PM
18.2,37258,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:28:10 PM
4.2,35234,23,1500,10050,15075000,1118.28,1677420,1500,UDP-Flood,20/02/2018 11:05:25
13.2,62973,23,692,9108,6302740,1016.44,703379,692,UDP-Flood,20/02/2018 10:58:07
24.13,372091,23,55,16103,885665,328.46,18065.3,55,UDP-Flood,16/02/2018 11:16:18 PM
8,543194,21,1540,16088,24775500,328.11,505294,1540,UDP-Flood,22/02/2018 12:03:35 AM
18.2,30050,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,21/02/2018 11:41:27 PM
0.2,7816,21,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,16/02/2018 11:24:38 PM
5.2,2004,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,20/02/2018 11:13:17
3.2,43555,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:16:10 PM
16.2,13994,23,1500,9108,13662000,1016.43,1524650,1500,UDP-Flood,16/02/2018 11:20:12 PM
7.2,2716,24,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:21:20 PM
17.2,3794,22,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:26:01 PM
8.2,23875,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:24:49 PM
0.2,50350,23,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,21/02/2018 11:41:46 PM
24.13,82349,23,55,16103,885665,328.46,18065.3,55,UDP-Flood,20/02/2018 10:29:32
5.2,9257,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:16:50 PM
18.2,21649,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,21/02/2018 11:58:29 PM
9.2,43631,23,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,21/02/2018 11:50:04 PM
2.2,40534,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:18:41 PM
14.2,73786,24,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,22/02/2018 12:16:28 AM
7.2,63567,24,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:22:56 PM
17.2,13834,23,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,16/02/2018 11:27:26 PM
11.2,51477,24,1500,9108,13662000,1016.45,1524670,1500,UDP-Flood,16/02/2018 11:16:52 PM
19.2,6149,23,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:25:46 PM
5.2,12228,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,21/02/2018 11:42:36 PM
18.2,68680,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,15/02/2018 06:58:09 PM
11.2,48989,22,1500,9108,13662000,1016.45,1524670,1500,UDP-Flood,22/02/2018 12:33:59 AM
14.2,27790,23,1500,9108,13662000,1016.44,1524660,1500,UDP-Flood,22/02/2018 12:27:08 AM
11,447772,23,1540,16103,24798600,328.52,505925,1540,UDP-Flood,16/02/2018 11:27:16 PM
8.2,66888,23,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:18:50 PM
9.2,9895,24,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,22/02/2018 12:22:44 AM
7,124263,23,1540,16090,24778600,328.17,505378,1540,UDP-Flood,22/02/2018 12:15:13 AM
17.2,17133,24,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,22/02/2018 12:19:12 AM
0.2,78742,21,1500,9108,13662000,1016.55,1524820,1500,UDP-Flood,16/02/2018 11:20:31 PM
15.2,68081,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:25:41 PM
12.2,29266,22,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,16/02/2018 11:15:56 PM
12.2,26461,24,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,22/02/2018 12:25:45 AM
9.2,44437,24,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:18:49 PM
11.2,74212,22,692,9108,6302740,1016.45,703384,692,UDP-Flood,16/02/2018 11:22:52 PM
1.2,57794,24,692,9108,6302740,1016.54,703448,692,UDP-Flood,16/02/2018 11:25:32 PM
11.2,33603,23,1500,9108,13662000,1016.45,1524670,1500,UDP-Flood,20/02/2018 10:24:41
9.2,51320,21,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,13/06/2010 12:14:07 AM
9.2,9729,24,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:21:06 PM
14.2,5516,24,692,9108,6302740,1016.44,703375,692,UDP-Flood,21/02/2018 11:47:08 PM
6.2,6227,23,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,21/02/2018 11:58:12 PM
2,156845,24,1540,16091,24780100,328.26,505526,1540,UDP-Flood,16/02/2018 11:18:08 PM
7.2,78669,24,1500,9588,14382000,1066.09,1599130,1500,UDP-Flood,16/02/2018 11:16:19 PM
19.2,53093,24,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:27:37 PM
5,539871,24,1540,16091,24780100,328.2,505434,1540,UDP-Flood,16/02/2018 11:23:13 PM
2,549256,21,1540,16091,24780100,328.26,505526,1540,UDP-Flood,16/02/2018 08:20:17 PM
3.2,53174,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:19:41 PM
4.2,33974,21,192,10050,1929600,1118.28,214710,192,UDP-Flood,16/02/2018 11:17:40 PM
19.2,28140,23,692,9108,6302740,1016.42,703362,692,UDP-Flood,22/02/2018 12:34:05 AM
15.2,45089,24,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,16/02/2018 11:18:04 PM
8.2,17434,21,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,22/02/2018 12:13:00 AM
16.2,71601,22,1500,9108,13662000,1016.43,1524650,1500,UDP-Flood,21/02/2018 11:57:06 PM
9.2,73770,24,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:25:03 PM
17.2,31272,23,1500,9108,13662000,1016.42,1524640,1500,UDP-Flood,22/02/2018 12:14:37 AM
11.2,11613,23,692,9108,6302740,1016.45,703384,692,UDP-Flood,16/02/2018 11:24:33 PM
3.2,23827,21,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,22/02/2018 12:16:12 AM
18.2,58083,22,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:23:31 PM
15.2,1150,24,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,21/02/2018 11:59:14 PM
3.2,54273,24,1192,8655,10316800,962.68,1147520,1192,UDP-Flood,16/02/2018 11:20:30 PM
8,258198,21,1540,16088,24775500,328.11,505294,1540,UDP-Flood,16/02/2018 11:22:06 PM
13.2,42405,24,1500,9108,13662000,1016.44,1524670,1500,UDP-Flood,22/02/2018 12:18:24 AM
3.2,5227,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,16/02/2018 11:20:01 PM
5.2,363,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,16/02/2018 11:21:43 PM
10.2,54422,24,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,20/02/2018 10:14:54
9.2,59525,23,1500,9108,13662000,1016.5,1524750,1500,UDP-Flood,16/02/2018 11:26:32 PM
10.2,9953,23,1500,8655,12982500,962.68,1444030,1500,UDP-Flood,20/02/2018 10:49:17
19.2,78481,23,1500,9108,13662000,1016.42,1524630,1500,UDP-Flood,16/02/2018 11:17:43 PM
5.2,23064,24,1500,9108,13662000,1016.52,1524780,1500,UDP-Flood,22/02/2018 12:17:09 AM
